ObjectId,agency_ref,name,address1,address2,city,state,county_name,zip,phone,email,tefap,latitude,longitude,Date_of_Last_SO,Hours_Monday,ByAppointmentOnly_Monday,ResidentsOnly_Monday,Notes_Monday,Reqs_Monday,Hours_Tuesday,ByAppointmentOnly_Tuesday,ResidentsOnly_Tuesday,Notes_Tuesday,Reqs_Tuesday,Hours_Wednesday,ByAppointmentOnly_Wednesday,ResidentsOnly_Wednesday,Notes_Wednesday,Reqs_Wednesday,Hours_Thursday,ByAppointmentOnly_Thursday,ResidentsOnly_Thursday,Notes_Thursday,Reqs_Thursday,Hours_Friday,ByAppointmentOnly_Friday,ResidentsOnly_Friday,Notes_Friday,Reqs_Friday,Hours_Saturday,ByAppointmentOnly_Saturday,ResidentsOnly_Saturday,Notes_Saturday,Reqs_Saturday,Hours_Sunday,ByAppointmentOnly_Sunday,ResidentsOnly_Sunday,Notes_Sunday,Reqs_Sunday,TEFAP_Auto_Eligible,TEFAP_Income_Levels
289,14885-PART-01,Assumption Outreach,220 Highview Place SE,,Washington,DC,DC Ward 8,20032,(202) 561-5941,outreach@assumptiondc.org,TEFAP Available,38.841521,-77.004492,2026-04-13 00:00:00,9:00 AM to 12:00 PM; Every week,No,No,, ,,,,,,9:00 AM to 12:00 PM; Every week,No,No,, ,,,,,,9:00 AM to 12:00 PM; Every week,No,No,, ,,,,,,,,,,,"SNAP, TANF, Medicaid",https://cafb.sharepoint.com/:i:/s/Analytics/EY6xpd78diJGux8egGA_3IsBS4NAJD5OqTZ_0LQyQJSUAg
290,14810-PART-01,Covenant Baptist Food Pantry,3845 South Capitol St SW,,Washington,DC,DC Ward 8,20032,(202) 562-5576,waynemarks56@gmail.com,Non-TEFAP,38.834018,-77.008664,2026-03-31 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A,N/A
291,15980-PART-01,Paramount Baptist Church,3924 4th St SE,,Washington,DC,DC Ward 8,20032,(202) 562-6339,sharris623@verizon.net,TEFAP Available,38.832147,-77.000247,2026-02-24 00:00:00,,,,,,,,,,,11:00 AM to 12:00 PM; Every week,No,Yes,, ,,,,,,,,,,,,,,,,,,,,,"SNAP, TANF, Medicaid",https://cafb.sharepoint.com/:i:/s/Analytics/EY6xpd78diJGux8egGA_3IsBS4NAJD5OqTZ_0LQyQJSUAg
292,14675-PART-01,Foggy Bottom Food Pantry (United Church),1920 G Street NW,,Washington,DC,DC Ward 2,20006,(202) 573-0450,foggybottomfoodpantry.tuc@gmail.com,TEFAP Available,38.898128,-77.044691,2026-03-27 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,10:00 AM to 12:00 PM; 2nd and 4th of the Month,No,No,, ,,,,,,"SNAP, TANF, Medicaid",https://cafb.sharepoint.com/:i:/s/Analytics/EY6xpd78diJGux8egGA_3IsBS4NAJD5OqTZ_0LQyQJSUAg
293,21860-PART-01,"So What Else, Inc",4924 wyaconda road,,Rockville,MD,MD Montgomery County,20852,(202) 573-7787,mjoe@sowhatelse.org,Non-TEFAP,39.043865,-77.098539,2026-04-09 00:00:00,8:00 AM to 4:00 PM; Every week,Yes,No,, ,8:00 AM to 4:30 PM; Every week,Yes,No,, ,8:00 AM to 4:30 PM; Every week,Yes,No,, ,8:00 AM to 4:30 PM; Every week,Yes,No,, ,8:00 AM to 4:00 PM; Every week,Yes,No,, ,7:00 AM to 1:00 PM; Every week,Yes,No,, ,,,,,,N/A,N/A
294,15920-PART-01,Our Lady of Perpetual Help Church,1600 Morris Rd SE,,Washington,DC,DC Ward 8,20020,(202) 575-1663,bernadettesb@aol.com,TEFAP Available,38.857459,-76.982311,2026-04-15 00:00:00,,,,,,,,,,,,,,,,10:30 AM to 12:30 PM; Every week,No,No,, ,,,,,,,,,,,,,,,,"SNAP, TANF, Medicaid",https://cafb.sharepoint.com/:i:/s/Analytics/EY6xpd78diJGux8egGA_3IsBS4NAJD5OqTZ_0LQyQJSUAg
295,16745-PART-01,Urban Outreach Inc.,5343 C St SE,Suite 204,Washington,DC,DC Ward 7,20019,(202) 575-4867,wilstroman@yahoo.com,TEFAP Available,38.884324,-76.924608,2026-04-10 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,10:00 AM to 2:00 PM; Every week,No,No,, ,,,,,,"SNAP, TANF, Medicaid",https://cafb.sharepoint.com/:i:/s/Analytics/EY6xpd78diJGux8egGA_3IsBS4NAJD5OqTZ_0LQyQJSUAg
296,15031-PART-01,Atonement Food Pantry,5073 East Capitol Street SE,,Washington,DC,DC Ward 7,20019,(202) 582-4200,marshallpw@gmail.com,Non-TEFAP,38.889392,-76.927376,2026-03-16 00:00:00,,,,,,"10:00 AM to 1:00 PM; 3rd of the Month (Note: Fresh Produce (first come, first served), non-perishables, and meat (if available))",No,No," (Note: Fresh Produce (first come, first served), non-perishables, and meat (if available))", ,4:00 PM to 7:00 PM; 1st of the Month (Note: Non-perishables and meat (if availabile)),No,No, (Note: Non-perishables and meat (if availabile)), ,,,,,,,,,,,"9:00 AM to 1:00 PM; 4th of the Month (Note: Fresh Produce (first come, first served), non-perishables, and meat (if available))",No,No," (Note: Fresh Produce (first come, first served), non-perishables, and meat (if available))", ,,,,,,N/A,N/A
297,19621-PART-01,New Macedonia Baptist Church,4115 Alabama Ave SE,,Washington,DC,DC Ward 7,20019,(202) 583-5555,angeloberry@tnmbc.org,Non-TEFAP,38.870678,-76.942383,2026-04-20 00:00:00,,,,,,,,,,,9:00 AM to 11:00 AM; Every week,No,No,, ,,,,,,,,,,,,,,,,,,,,,N/A,N/A
298,16011-PART-01,"North Capitol Collaborative, Inc.",3230 Pennsylvania Ave SE,#202,Washington,DC,DC Ward 7,20020,(202) 588-1800,tjackson@north-cap.org,Non-TEFAP,38.869623,-76.959558,2026-03-24 00:00:00,,,,,,,,,,,,,,,,10:00 AM to 2:00 PM; 2nd and 4th of the Month (Note: Must be a DC Resident),No,No, (Note: Must be a DC Resident), ,,,,,,,,,,,,,,,,N/A,N/A
299,22561-PART-01,NW Community Food,4340 Connecticut AVE NW,,Washington DC,DC,DC Ward 3,20008,(202) 594-0399,jingram6@gmail.com,Non-TEFAP,38.944013,-77.062941,2026-04-17 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1:00 PM to 3:00 PM; Every week (Note: Guest appointments are scheduled in-person during Sunday distribution.),Yes,No, (Note: Guest appointments are scheduled in-person during Sunday distribution.), ,N/A,N/A
300,21906-PART-01,YWCA National Capital Area,2303 14th Street NW,Suite 100,Washington,DC,DC Ward 1,20009,(202) 626-0700,sgreenhow@ywcanca.org,Non-TEFAP,38.920681,-77.031651,2026-04-15 00:00:00,"12:00 PM to 3:00 PM; Every week (Note: To ensure fair access to everyone, you can only come once a week. Please call 202-626-0700 & hit ""0"" to schedule your appointment.)",Yes,No," (Note: To ensure fair access to everyone, you can only come once a week. Please call 202-626-0700 & hit ""0"" to schedule your appointment.)", ,"12:00 PM to 3:00 PM; Every week (Note: To ensure fair access to everyone, you can only come once a week. Please call 202-626-0700 & hit ""0"" to schedule your appointment.)",Yes,No," (Note: To ensure fair access to everyone, you can only come once a week. Please call 202-626-0700 & hit ""0"" to schedule your appointment.)", ,"12:00 PM to 3:00 PM; Every week (Note: To ensure fair access to everyone, you can only come once a week. Please call 202-626-0700 & hit ""0"" to schedule your appointment.)",Yes,No," (Note: To ensure fair access to everyone, you can only come once a week. Please call 202-626-0700 & hit ""0"" to schedule your appointment.)", ,"12:00 PM to 3:00 PM; Every week (Note: To ensure fair access to everyone, you can only come once a week. Please call 202-626-0700 & hit ""0"" to schedule your appointment.)",Yes,No," (Note: To ensure fair access to everyone, you can only come once a week. Please call 202-626-0700 & hit ""0"" to schedule your appointment.)", ,,,,,,,,,,,,,,,,N/A,N/A
301,18205-MOMK-01,Faith UCC,4900 10th St NE,,Washington,DC,DC Ward 5,20017,(202) 635-7777,lulaking68@yahoo.com,Non-TEFAP,38.948557,-76.992956,2026-04-23 00:00:00,,,,,,,,,,,,,,,,9:00 AM to 12:00 PM; 3rd of the Month,No,No,, ,,,,,,,,,,,,,,,,N/A,N/A
302,19283-PART-01,Ebenezer We Care We Share Community,6016 Princess Garden Parkway,,New Carrollton,MD,MD Prince George's County,20784,(202) 641-5063,ewcwsministry@gmail.com,Non-TEFAP,38.964595,-76.865292,2026-03-27 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,10:00 AM to 1:00 PM; 1st and 3rd of the Month,No,No,, ,,,,,,N/A,N/A
303,22177-PART-01,Luther Jackson Middle School Food Pantry,3020 Gallows Road,,Falls Church,VA,VA Fairfax County,22042,(202) 669-2543,jenna.vonelling@gmail.com,Non-TEFAP,38.868337,-77.228384,2026-03-25 00:00:00,,,,,,,,,,,"4:00 PM to 5:30 PM; Every Other Week (Note: The pantry is for students and their families only. We do NOT ask for IDs, but parents must tell us the name of their enrolled student, which is verified against our list.)",No,No," (Note: The pantry is for students and their families only. We do NOT ask for IDs, but parents must tell us the name of their enrolled student, which is verified against our list.)", ,,,,,,,,,,,,,,,,,,,,,N/A,N/A
304,21762-PART-01,"Small Things Matter, Inc",201 Ethan Allen Avenue,,Takoma Park,MD,MD Montgomery County,20912,(202) 669-8550,thesmallthingsmatter@yahoo.com,Non-TEFAP,38.977738,-77.005927,2026-04-22 00:00:00,,,,,,4:00 PM to 6:00 PM; 1st of the Month (Note: during the school year only for Takoma Park zipcode 20912 and Silver Spring),Yes,Yes, (Note: during the school year only for Takoma Park zipcode 20912 and Silver Spring), ,,,,,,"7:30 AM to 12:00 PM; 1st and 3rd of the Month (Note: takes place at Takoma Park apartments)
12:00 PM to 3:00 PM; 1st and 3rd of the Month (Note: takes place at Takoma Park apartments)",No,Yes," (Note: takes place at Takoma Park apartments)
 (Note: takes place at Takoma Park apartments)"," 
 ","8:30 AM to 12:00 PM; Every week (Note: takes place at TPSS Coop and TP SDA Church for Takoma Park and Silver Spring residents only)
9:00 AM to 10:30 AM; 1st and 3rd of the Month (Note: Serving Takoma Park 20912 and Silver Spring zipcodes only)
9:00 AM to 10:30 AM; 1st and 3rd of the Month (Note: takes place at TP SDA Church for Takoma Park zipcode 20912 and Silver Spring)",No,"Yes
No"," (Note: takes place at TPSS Coop and TP SDA Church for Takoma Park and Silver Spring residents only)
 (Note: Serving Takoma Park 20912 and Silver Spring zipcodes only)
 (Note: takes place at TP SDA Church for Takoma Park zipcode 20912 and Silver Spring)"," 
 
 ",12:00 PM to 3:00 PM; Every week,No,No,, ,1:00 PM to 4:00 PM; Every week (Note: distribution at specific apartments only),No,Yes, (Note: distribution at specific apartments only), ,N/A,N/A
305,19067-MOMK-01,Ambassador Baptist Church,1408 Minnesota Ave SE,,Washington,DC,DC Ward 8,20020,(202) 678-1993,tjldo1@verizon.net,Non-TEFAP,38.866928,-76.984362,2026-04-11 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,8:00 AM to 10:00 AM; 2nd of the Month,No,No,, ,,,,,,N/A,N/A
306,15390-PART-01,The Salvation Army - Solomon G Brown,2300 Martin Luther King Ave SE,,Washington,DC,DC Ward 8,20020,(202) 678-9770,lester.ferguson@uss.salvationarmy.org,Non-TEFAP,38.863003,-76.991283,2026-04-14 00:00:00,,,,,,,,,,,9:00 AM to 2:00 PM; Every week,Yes,No,, ,,,,,,9:00 AM to 2:00 PM; Every week (Note: Closed for lunch from 12-12:30pm),Yes,No, (Note: Closed for lunch from 12-12:30pm), ,,,,,,,,,,,N/A,N/A
307,22050-PART-01,Francis On The Hill,1614 Manchester Lane NW,,Washington,DC,DC Ward 4,20011-2810,(202) 680-0517,Trulie@followingfrancis.org,Non-TEFAP,38.961085,-77.03748,2026-04-20 00:00:00,,,,,,2:00 PM to 3:00 PM; Every week (Note: Distribution is at Meridian Hill Park at 1:30.  It is a good idea to arrive early to get a number.),No,No, (Note: Distribution is at Meridian Hill Park at 1:30.  It is a good idea to arrive early to get a number.), ,,,,,,,,,,,,,,,,,,,,,,,,,,N/A,N/A
308,21650-PART-01,Christ United Methodist 5000 Food Ministry,"900 4th Street SW Washington, DC 20024",,Washington,DC,DC Ward 6,20024,(202) 699-2664,christumcdc@gmail.com,Non-TEFAP,38.878911,-77.016784,2026-04-09 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,2:00 PM to 3:00 PM; 2nd and 4th of the Month,No,No,, ,,,,,,N/A,N/A
309,16330-PART-01,Greater Refuge Ministries,9512 Piscataway Road,,Clinton,MD,MD Prince George's County,20735,(202) 702-7248,jimtaxes@gmail.com,Non-TEFAP,38.758736,-76.917014,2026-03-19 00:00:00,,,,,,,,,,,,,,,,,,,,,8:30 AM to 10:30 AM; 3rd of the Month (Note: Appointments can be made by calling Jim Curley),No,No, (Note: Appointments can be made by calling Jim Curley), ,,,,,,,,,,,N/A,N/A
310,14500-PART-01,Central Union Mission,65 Massachusetts Ave,,Washington,DC,DC Ward 6,20001,(202) 718-0549,rsnyder@missiondc.org,TEFAP Available,38.898699,-77.011032,2026-04-15 00:00:00,"5:00 PM to 5:30 PM; Every week (Note: We serve hot meals in our shelter no to go meals, we are not a pantry)",No,No," (Note: We serve hot meals in our shelter no to go meals, we are not a pantry)", ,"12:30 PM to 1:30 PM; Every week (Note: This is a shelter we serve hot meals in house only, we are not a Pantry)
12:30 PM to 6:00 PM; Every week",No,No," (Note: This is a shelter we serve hot meals in house only, we are not a Pantry)
"," 
 ",12:30 PM to 6:00 PM; Every week (Note: This is a Homeless shelter not a pantry),No,No, (Note: This is a Homeless shelter not a pantry), ,12:30 PM to 6:00 PM; Every week (Note: This is a shelter not a pantry),No,No, (Note: This is a shelter not a pantry), ,12:30 PM to 6:00 PM; Every week (Note: This is a shelter not a pantry),No,No, (Note: This is a shelter not a pantry), ,12:30 PM to 6:00 PM; Every week (Note: This is a shelter not a pantry),No,No, (Note: This is a shelter not a pantry), ,12:30 PM to 6:00 PM; Every week (Note: This is a shelter not a pantry),No,No, (Note: This is a shelter not a pantry), ,"SNAP, TANF, Medicaid",https://cafb.sharepoint.com/:i:/s/Analytics/EY6xpd78diJGux8egGA_3IsBS4NAJD5OqTZ_0LQyQJSUAg
311,15135-PART-01,Sixth Church Food Closet,5413 16th St  NW,,Washington,DC,DC Ward 4,20011,(202) 723-5377,dckramers@verizon.net,Non-TEFAP,38.955924,-77.035924,2026-03-06 00:00:00,,,,,,,,,,,11:00 AM to 1:00 PM; 2nd and 4th of the Month (Note: No food pantry requirement),No,No, (Note: No food pantry requirement), ,,,,,,,,,,,,,,,,,,,,,N/A,N/A
312,14500-PART-02,Central Union Mission - Comprehensive Family Resource Center,3194 Bladensburg Rd NE,,Washington,DC,DC Ward 5,20018,(202) 745-7118,tduncan@missiondc.org,Non-TEFAP,38.9306777,-76.9594955,2026-03-19 00:00:00,9:00 AM to 10:30 AM; Every week,No,No,, ,9:00 AM to 10:30 AM; Every week,No,No,, ,9:00 AM to 10:30 AM; Every week,No,No,, ,10:00 AM to 12:00 PM; Every week,No,No,, ,12:30 PM to 1:00 PM; 3rd of the Month,No,No,, ,,,,,,,,,,,N/A,N/A
313,23166-MOMK-01,VA Medical Center,50 Irving St NW,,Washington,DC,DC Ward 5,20422,(202) 745-8000,ine.atuboyedia@va.gov,Non-TEFAP,38.929401,-77.011194,2026-04-14 00:00:00,,,,,,11:00 AM to 1:00 PM; 2nd of the Month,No,No,, ,,,,,,,,,,,,,,,,,,,,,,,,,,N/A,N/A
314,19768-PART-01,A Place for Hashem Ministries,8100 Malcolm Rd,,Clinton,MD,MD Prince George's County,20735,(202) 758-9507,worship_hashem@comcast.net,Non-TEFAP,38.778322,-76.8886,2026-04-17 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,"9:00 AM to 12:00 PM; 3rd of the Month
9:00 AM to 12:00 PM; 2nd of the Month (Note: This distribution takes place at 1632 Brightseat Road, Landover, MD 20785)
9:00 AM to 12:00 PM; 1st of the Month",No,No,"
 (Note: This distribution takes place at 1632 Brightseat Road, Landover, MD 20785)
"," 
 
 ",,,,,,N/A,N/A
315,14030-PART-01,SOME (So Others Might Eat),71 O ST NW,,Washington,DC,DC Ward 5,20002,(202) 797-8806,ereel@some.org,TEFAP Available,38.908741,-77.011442,1970-01-01 00:00:46,"7:30 AM to 8:30 AM; Every week (Note: Daily Meal Service)
11:30 AM to 12:30 PM; Every week (Note: Daily Meal Service)",No,No," (Note: Daily Meal Service)
 (Note: Daily Meal Service)"," 
 ","7:30 AM to 8:30 AM; Every week (Note: Daily Meal Service)
11:30 AM to 12:30 PM; Every week (Note: Daily Meal Service)",No,No," (Note: Daily Meal Service)
 (Note: Daily Meal Service)"," 
 ","7:30 AM to 8:30 AM; Every week (Note: Daily Meal Service)
9:00 AM to 11:00 AM; Every week
11:30 AM to 12:30 PM; Every week (Note: Daily Meal Service)",No,"No
Yes"," (Note: Daily Meal Service)

 (Note: Daily Meal Service)"," 
 
 ","7:30 AM to 8:30 AM; Every week (Note: Daily Meal Service)
11:30 AM to 12:30 PM; Every week (Note: Daily Meal Service)",No,No," (Note: Daily Meal Service)
 (Note: Daily Meal Service)"," 
 ","7:30 AM to 8:00 AM; Every week (Note: Daily Meal Service)
9:00 AM to 11:00 AM; Every week
11:30 AM to 12:30 PM; Every week (Note: Daily Meal Service)",No,"No
Yes"," (Note: Daily Meal Service)

 (Note: Daily Meal Service)"," 
 
 ",,,,,,,,,,,"SNAP, TANF, Medicaid",https://cafb.sharepoint.com/:i:/s/Analytics/EY6xpd78diJGux8egGA_3IsBS4NAJD5OqTZ_0LQyQJSUAg
316,16815-MOMK-01,James Apartments Resident Council,1425 N St NW,,Washington,DC,DC Ward 2,20005,(202) 803-2225,margosurratt@gmail.com,Non-TEFAP,38.907485,-77.033093,2026-04-06 00:00:00,3:00 PM to 5:00 PM; 1st of the Month,No,No,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A,N/A
317,18480-MOMK-01,James Creek Resident Council,100 N St SW,,Washington,DC,DC Ward 6,20024,(202) 803-2231,cspencer61@verizon.net,Non-TEFAP,38.874478,-77.012367,2026-04-13 00:00:00,9:00 AM to 12:00 PM; 2nd of the Month,No,No,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A,N/A
318,19318-PART-01,"Builders, Inc",5135 Marlboro Pike,,Capitol Heights,MD,MD Prince George's County,20743,(202) 821-6770,facchurch@facchurch.com,TEFAP Available,38.869087,-76.918952,2026-04-20 00:00:00,11:00 AM to 1:00 PM; Every week,No,No,, ,,,,,,5:00 PM to 7:00 PM; Every week,No,No,, ,,,,,,9:00 AM to 11:00 AM; Every week,No,No,, ,4:00 AM to 6:00 AM; 2nd and 4th of the Month (Note: Distribution starts at 4 AM),No,Yes, (Note: Distribution starts at 4 AM), ,,,,,,"SNAP, TANF, Unemployment, Energy Assistance, Medical Assistance",https://cafb.sharepoint.com/:i:/s/Analytics/Ef6ztjkSNWRBlGFP-Dfext4B28ul8j5DmZapuGP1eb3xqQ
319,19727-PART-01,No Limits Outreach Ministries,7721 Barlowe Rd,,Landover,MD,MD Prince George's County,20785,(202) 827-2131,nolimitsoutreach@gmail.com,TEFAP Available,38.918064,-76.872361,2026-04-22 00:00:00,12:30 PM to 3:30 PM; Every week (Note: Email Nolimitsfoodpantry@gmail.com for. Please do not come to the food pantry without a confirmation of your appointment),Yes,No, (Note: Email Nolimitsfoodpantry@gmail.com for. Please do not come to the food pantry without a confirmation of your appointment), ,12:30 PM to 3:30 PM; Every week (Note: Email Nolimitsfoodpantry@gmail.com for appointment. Please do not come to the food pantry without a confirmation of your appointment.),Yes,No, (Note: Email Nolimitsfoodpantry@gmail.com for appointment. Please do not come to the food pantry without a confirmation of your appointment.), ,12:30 PM to 3:30 PM; Every week (Note: Open to the public food is served on a first come first served basis),No,No, (Note: Open to the public food is served on a first come first served basis), ,12:30 PM to 3:30 PM; Every week (Note: Email Nolimitsfoodpantry@gmail.com for appointment. Please do not come to the food pantry without a confirmation of your appointment.),Yes,No, (Note: Email Nolimitsfoodpantry@gmail.com for appointment. Please do not come to the food pantry without a confirmation of your appointment.), ,4:00 PM to 7:00 PM; Every week (Note: We distribute numbers between 11:00am-7:00pm. You must be inline by 4:00pm. People start lining up at 7:00am. All items are served on a 1st come 1st serve basis.),No,No, (Note: We distribute numbers between 11:00am-7:00pm. You must be inline by 4:00pm. People start lining up at 7:00am. All items are served on a 1st come 1st serve basis.), ,,,,,,2:00 PM to 3:00 PM; Every week (Note: Email Nolimitsfoodpantry@gmail.com for appointment),Yes,No, (Note: Email Nolimitsfoodpantry@gmail.com for appointment), ,"SNAP, TANF, Unemployment, Energy Assistance, Medical Assistance",https://cafb.sharepoint.com/:i:/s/Analytics/Ef6ztjkSNWRBlGFP-Dfext4B28ul8j5DmZapuGP1eb3xqQ
320,15390-PART-02,The Salvation Army - Sherman Ave,3335 Sherman Ave. NW,,Washington,DC,DC Ward 1,20010,(202) 829-0100,indrani.bhatnagar@uss.salvationarmy.org,TEFAP Available,38.931589,-77.026384,2026-04-22 00:00:00,9:30 AM to 12:30 PM; Every week,No,No,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"SNAP, TANF, Medicaid",https://cafb.sharepoint.com/:i:/s/Analytics/EY6xpd78diJGux8egGA_3IsBS4NAJD5OqTZ_0LQyQJSUAg
321,19351-PART-01,National Baptist Memorial Church,1501 Columbia Rd NW,,Washington,DC,DC Ward 1,20009,(202) 841-3742,nbmchurch@msn.com,Non-TEFAP,38.9270277,-77.0359467,2026-04-10 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,"9:00 AM to 1:00 PM; 2nd and 4th of the Month
9:00 AM to 1:00 PM; 2nd and 4th of the Month",No,No,"
"," 
 ",,,,,,N/A,N/A
322,22629-MOMK-01,Congress Heights Family Success Center,1345 Savannah St SE,,Washington,DC,DC Ward 8,20032,(202) 889-1425,ncavins@fsfsc.org,Non-TEFAP,38.843591,-76.986381,1970-01-01 00:00:46,11:00 AM to 2:00 PM; 3rd of the Month,No,No,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A,N/A
323,22051-MOMK-01,THEARC Farm,1801 Mississippi Ave SE,,Washington DC,DC,DC Ward 8,20020,(202) 889-5901,cvaughn@thearcdc.org,Non-TEFAP,38.84337,-76.97685,2026-04-11 00:00:00,,,,,,,,,,,,,,,,,,,,,12:00 PM to 3:00 PM; Every week,No,No,, ,,,,,,,,,,,N/A,N/A
324,14355-PART-01,Family & Medical Counseling Service,2041 MLK Jr. Ave. SE,Suite 303,Washington,DC,DC Ward 8,20020,(202) 889-7900,ccandella@fmcsinc.org,TEFAP Available,38.86593,-76.989829,2026-04-14 00:00:00,1:00 PM to 4:00 PM; 1st and 3rd of the Month,Yes,No,, ,10:00 AM to 4:00 PM; 1st and 3rd of the Month (Note: Closed for lunch from 12-1),Yes,No, (Note: Closed for lunch from 12-1), ,10:00 AM to 4:00 PM; 1st and 3rd of the Month (Note: Closed for lunch from 12-1),Yes,No, (Note: Closed for lunch from 12-1), ,10:00 AM to 4:00 PM; 1st and 3rd of the Month (Note: Closed for lunch 12-1),Yes,No, (Note: Closed for lunch 12-1), ,10:00 AM to 1:00 PM; 1st and 3rd of the Month,Yes,No,, ,,,,,,,,,,,"SNAP, TANF, Medicaid",https://cafb.sharepoint.com/:i:/s/Analytics/EY6xpd78diJGux8egGA_3IsBS4NAJD5OqTZ_0LQyQJSUAg
325,18245-PART-07,ECD - Overlook at Oxon Run,3700 9th st SE,,Washington,DC,DC Ward 8,20032,(202) 895-8891,cbravante@enterpriseresidential.org,Non-TEFAP,38.8359985,-76.996727,2026-03-17 00:00:00,,,,,,,,,,,"11:00 AM to 2:00 PM; 3rd of the Month (Note: Resident only)
11:00 AM to 2:00 PM; 3rd of the Month (Note: Resident only)
11:00 AM to 2:00 PM; 3rd of the Month (Note: Resident only)
11:00 AM to 2:00 PM; 1st of the Month (Note: Resident only)","Yes
No",No," (Note: Resident only)
 (Note: Resident only)
 (Note: Resident only)
 (Note: Resident only)"," 
 
 
 ",,,,,,,,,,,,,,,,,,,,,N/A,N/A
326,19290-PART-01,Shiloh Church Of God 7 Day,5701 Eastern Ave,,Hyattsville,MD,MD Prince George's County,20781,(202) 907-6072,shiloh7thdayoutreach@gmail.com,Non-TEFAP,38.958526,-76.992829,2026-04-09 00:00:00,,,,,,,,,,,,,,,,1:00 PM to 4:00 PM; 2nd of the Month (Note: Bring-your-own bag/box requests.),No,No, (Note: Bring-your-own bag/box requests.), ,,,,,,4:00 PM to 6:00 PM; 2nd of the Month (Note: Bring-your-own bag/box requests.),Yes,No, (Note: Bring-your-own bag/box requests.), ,,,,,,N/A,N/A
327,14410-PART-01,Spanish Catholic Center,1618 Monroe St. NW,,Washington,DC,DC Ward 1,20010,(202) 939-2400,Daelit.Gonzalez@cc-dc.org,Non-TEFAP,38.9327739,-77.0375595,1970-01-01 00:00:46,10:00 AM to 4:00 PM; Every week,No,No,, ,10:00 AM to 4:00 PM; Every week,No,No,, ,"10:00 AM to 11:30 AM; 4th of the Month
10:00 AM to 4:00 PM; Every week",No,No,"
"," 
 ",10:00 AM to 4:00 PM; Every week,No,No,, ,,,,,,,,,,,,,,,,N/A,N/A
328,19370-PART-01,St. Paul's Lutheran Church,4900 Connecticut Ave NW,,Washington,DC,DC Ward 3,20008,(202) 966-5489,jlcramer52@gmail.com,Non-TEFAP,38.953748,-77.07031,2026-04-17 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,10:00 AM to 12:00 PM; 1st and 3rd of the Month,No,No,, ,,,,,,N/A,N/A
329,14050-PART-01,Bread for the City SE Center,1700 Marion Barry Ave. SE,,Washington,DC,DC Ward 8,20020,(202) 985-2788,tcollins@breadforthecity.org,TEFAP Available,38.866137,-76.98079,1970-01-01 00:00:46,9:00 AM to 3:00 PM; Every week (Note: DC Residents Only),No,No, (Note: DC Residents Only), ,9:00 AM to 3:00 PM; Every week (Note: DC Residents Only),No,No, (Note: DC Residents Only), ,9:00 AM to 3:00 PM; Every week (Note: DC Residents Only),No,No, (Note: DC Residents Only), ,9:00 AM to 3:00 PM; Every week (Note: DC Residents Only),No,No, (Note: DC Residents Only), ,9:00 AM to 12:00 PM; 2nd and 4th of the Month (Note: Free Farmers Market - open to anyone),No,No, (Note: Free Farmers Market - open to anyone), ,,,,,,,,,,,"SNAP, TANF, Medicaid",https://cafb.sharepoint.com/:i:/s/Analytics/EY6xpd78diJGux8egGA_3IsBS4NAJD5OqTZ_0LQyQJSUAg
330,14050-PART-02,Bread For The City NW Center,1525 7th St. NW,,Washington,DC,DC Ward 2,20001,(202) 985-2788,tcollins@breadforthecity.org,TEFAP Available,38.910337,-77.021597,2026-04-08 00:00:00,9:00 AM to 3:00 PM; Every week (Note: DC Residents Only),No,No, (Note: DC Residents Only), ,9:00 AM to 3:00 PM; Every week (Note: DC Residents Only),No,No, (Note: DC Residents Only), ,9:00 AM to 3:00 PM; Every week (Note: DC Residents Only),No,No, (Note: DC Residents Only), ,9:00 AM to 3:00 PM; Every week (Note: DC Residents Only),No,No, (Note: DC Residents Only), ,9:00 AM to 12:00 PM; 1st and 3rd of the Month (Note: Free Farmers Market - open to anyone),No,No, (Note: Free Farmers Market - open to anyone), ,,,,,,,,,,,"SNAP, TANF, Medicaid",https://cafb.sharepoint.com/:i:/s/Analytics/EY6xpd78diJGux8egGA_3IsBS4NAJD5OqTZ_0LQyQJSUAg
