ObjectId,agency_ref,name,address1,address2,city,state,county_name,zip,phone,email,tefap,latitude,longitude,Date_of_Last_SO,Hours_Monday,ByAppointmentOnly_Monday,ResidentsOnly_Monday,Notes_Monday,Hours_Tuesday,ByAppointmentOnly_Tuesday,ResidentsOnly_Tuesday,Notes_Tuesday,Hours_Wednesday,ByAppointmentOnly_Wednesday,ResidentsOnly_Wednesday,Notes_Wednesday,Hours_Thursday,ByAppointmentOnly_Thursday,ResidentsOnly_Thursday,Notes_Thursday,Hours_Friday,ByAppointmentOnly_Friday,ResidentsOnly_Friday,Notes_Friday,Hours_Saturday,ByAppointmentOnly_Saturday,ResidentsOnly_Saturday,Notes_Saturday,Hours_Sunday,ByAppointmentOnly_Sunday,ResidentsOnly_Sunday,Notes_Sunday,TEFAP_Auto_Eligible,TEFAP_Income_Levels,county_clean
237,22052-PART-05,Washington View Apartments,2629 Douglass Rd SE,,Washington DC,DC,DC Ward 8,20020,(202) 621-1600,rjohnson@nhtinc.org,Non-TEFAP,38.857089,-76.989554,1970-01-01 00:00:46,,,,,,,,,,,,,3:00 PM to 6:00 PM; Every week,No,No,,,,,,10:00 AM to 1:00 PM; 1st and 4th of the Month,No,No,,,,,,,,Ward 8
238,22468-PART-02,Largo Community Church -International High School at Largo,505 Largo Rd SW Side,,Upper Marlboro,MD,MD Prince George's County,20774,(301) 702-3810 ext 84137,julisa.rosado@pgcps.org,Non-TEFAP,38.886737,-76.81979,1970-01-01 00:00:46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Prince George's County
239,18132-COMK-01,Rosedale Recreation Center,1701 Gales St NE,,Washington,DC,DC Ward 7,20002,(202) 644-9848,awright@capitalareafoodbank.org,Non-TEFAP,38.897819,-76.979136,1970-01-01 00:00:46,,,,,,,,,,,,,,,,,,,,,8:30 AM to 10:30 AM; 1st of the Month,No,No,,,,,,,,Ward 7
240,22436-MOMK-01,SeVerna on K,43 K St NW,,Washington,DC,DC Ward 6,20001,(202) 619-0096,mpeterson@columbuspm.org,Non-TEFAP,38.902789,-77.011627,1970-01-01 00:00:46,,,,,,,,,10:00 AM to 12:00 PM; 3rd of the Month,No,No,,,,,,,,,,,,,,,,,,,,Ward 6
241,18135-COMK-02,Glenarden Community Center,8615 McLain Ave,,Glenarden,MD,MD Prince George's County,20706,(202) 644-9848,awright@capitalareafoodbank.org,Non-TEFAP,38.930459,-76.866418,1970-01-01 00:00:46,,,,,,,,,,,,,,,,,,,,,8:30 AM to 10:30 AM; 3rd of the Month,No,No,,,,,,,,Prince George's County
242,15650-MOMK-01,Calvary Assembly of Holy Cross,3505 Hubbard Rd,,LANDOVER,MD,MD Prince George's County,20785,(301) 316-8374,gerryj52@gmail.com,Non-TEFAP,38.9310655,-76.877944,1970-01-01 00:00:46,,,,,,,,,9:30 AM to 11:30 AM; 4th of the Month,No,No,,,,,,,,,,,,,,,,,,,,Prince George's County
245,22662-MOMK-01,City Blossoms,516 Kennedy St NW,,Washington,DC,DC Ward 4,20011,(202) 413-8751,mikecoleyjazzman@hotmail.com,Non-TEFAP,38.956241,-77.020656,1970-01-01 00:00:46,,,,,,,,,,,,,9:00 AM to 12:00 PM; 1st of the Month,No,No,,,,,,,,,,,,,,,,Ward 4
246,223581-MOMK-01,The Doreen Apartments,5910 14th St NW,,Washington D.C.,DC,DC Ward 4,20011,(512) 773-6137,mmcelhaney@galway4.com,Non-TEFAP,38.9625595,-77.0349184,1970-01-01 00:00:46,,,,,,,,,4:00 PM to 6:00 PM; 3rd of the Month,No,No,,,,,,,,,,,,,,,,,,,,Ward 4
248,18580-MOMK-01,New Carrollton Municipal Center,6016 Princess Garden Pkwy,,New Carrollton,MD,MD Prince George's County,20784,(301) 407-5605,cbwalter@thecollaborativefbcog.com,Non-TEFAP,38.9646811,-76.8656839,1970-01-01 00:00:46,,,,,,,,,,,,,,,,,5:00 PM to 7:00 PM; 3rd of the Month,No,No,,,,,,,,,,,,Prince George's County
249,18245-PART-04,ECD - Edgewood Commons,601 Edgewood Street NE,,Washington,DC,DC Ward 5,20017,(202) 506-4520,cbravante@enterpriseresidential.org,Non-TEFAP,38.994946,-77.03184,1970-01-01 00:00:46,,,,,,,,,,,,,11:00 AM to 4:00 PM; 3rd of the Month (Note: Fresh Produce),No,No,(Note: Fresh Produce),,,,,,,,,,,,,,,Ward 5
250,16185-PART-02,City of Greenbelt Food Pantry,6101 Cherrywood Lane,,Greenbelt,MD,MD Prince George's County,20770,(240) 281-6860,kfarzin@greenbeltmd.gov,Non-TEFAP,39.0075939,-76.905467,1970-01-01 00:00:46,9:00 AM to 11:00 AM; 1st of the Month (Note: 20770 Residents ONLY. Call to pre-register.),No,No,(Note: 20770 Residents ONLY. Call to pre-register.),,,,,,,,,,,,,,,,,,,,,,,,,,,Prince George's County
251,16890-MOMK-01,Zion Baptist Church North Campus,11005 Dayton St,,Silver Spring,MD,MD Montgomery County,20902,(240) 876-5167,ckburt301@gmail.com,Non-TEFAP,39.036441,-77.043159,1970-01-01 00:00:46,,,,,,,,,,,,,10:00 AM to 1:30 PM; 4th of the Month,No,No,,,,,,,,,,,,,,,,Montgomery County
252,19506-PART-02,Mid County United Ministries (MUM) at Einstein High School,11135 Newport Mill Rd,,Kensington,MD,MD Montgomery County,20895,(202) 638-5466,midcountyunitedministries@gmail.com,Non-TEFAP,39.0393293,-77.0672831,1970-01-01 00:00:46,3:00 PM to 6:00 PM; 4th of the Month (Note: Students/families ONLY),No,No,(Note: Students/families ONLY),,,,,,,,,,,,,,,,,,,,,,,,,,,Montgomery County
253,22686-MOMK-01,Vietnamese American Services,12621 Old Columbia Pike,,Silver Spring,MD,MD Montgomery County,20904,(301) 646-5852,thotran@vasusa.org,Non-TEFAP,39.064266,-76.963671,1970-01-01 00:00:46,,,,,,,,,,,,,12:00 PM to 3:00 PM; 1st of the Month,No,No,,,,,,,,,,,,,,,,Montgomery County
256,19625-PART-01,New Samaritan Baptist Church,1100 Florida Ave NE,,Washington,DC,DC Ward 5,20002,(202) 246-7674,just4early2002@yahoo.com,Non-TEFAP,38.903698,-76.991575,2026-03-24 00:00:00,,,,,,,,,"10:00 AM to 1:00 PM; 2nd and 4th of the Month (Note: We provide clothing and a small portion of food on the 3rd Saturday of each month starting on 10/19/2024 hours are 10:00am- 12noon at the AGAPE Clothes and Food Pantry. The location is 1105 Florida Avenue, N.E .Washington, DC 20002)",No,No,"(Note: We provide clothing and a small portion of food on the 3rd Saturday of each month starting on 10/19/2024 hours are 10:00am- 12noon at the AGAPE Clothes and Food Pantry. The location is 1105 Florida Avenue, N.E .Washington, DC 20002)",,,,,,,,,,,,,,,,,,,Ward 5
257,19790-PART-01,St. Francis Xavier Church Food Pantry,2815 O street SE,,Washington,DC,DC Ward 7,20020,(202) 251-7692,Btk37@msn.com,Non-TEFAP,38.872736,-76.966994,2026-04-02 00:00:00,,,,,,,,,,,,,,,,,,,,,"9:00 AM to 11:30 AM; 2nd of the Month
9:00 AM to 11:30 AM; 2nd of the Month
9:00 AM to 11:30 AM; 2nd of the Month",No,No,,,,,,,,Ward 7
258,16730-PART-01,Northeastern Presbyterian Church,2112 Varnum St. NE,,Washington,DC,DC Ward 5,20018,(202) 255-0640,winston.rhonda@gmail.com,Non-TEFAP,38.943145,-76.975072,2026-03-18 00:00:00,,,,,,,,,,,,,,,,,,,,,10:00 AM to 12:00 PM; 3rd of the Month (Note: Closed July and August),No,No,(Note: Closed July and August),,,,,,,Ward 5
259,22621-MOMK-01,Lederer Gardens,4801 Nannie Helen Burroughs Ave NE,,Washington,DC,DC Ward 7,20019,(202) 262-2138,joshua.singer@dc.gov,Non-TEFAP,38.898507,-76.933548,2026-04-08 00:00:00,,,,,,,,,11:00 AM to 12:00 PM; 2nd of the Month,No,No,,,,,,,,,,,,,,,,,,,,Ward 7
260,22443-PART-01,Tommy's Pantry,630 Silver Spring Ave.,,Silver Spring,MD,MD Montgomery County,20910,(202) 262-4537,tommyspantry@gmail.com,Non-TEFAP,38.991836,-77.014655,2026-04-10 00:00:00,,,,,,,,,,,,,,,,,,,,,6:30 AM to Until Food Runs Out; 1st and 3rd of the Month (Note: email tommyspantry@gmail.com at least 48 hours in advance if planning to arrive on foot),No,No,(Note: email tommyspantry@gmail.com at least 48 hours in advance if planning to arrive on foot),,,,,,,Montgomery County
261,22737-PART-01,The Family Place,3309 16th St NW,,Washington DC,DC,DC Ward 1,20010,(202) 265-0149,iargueta@thefamilyplacedc.org,Non-TEFAP,38.931923,-77.036054,2026-04-21 00:00:00,9:00 AM to 4:00 PM; Every week (Note: We always have emergency food bags!),No,No,(Note: We always have emergency food bags!),9:00 AM to 4:00 PM; Every week (Note: We always have emergency food bags),No,No,(Note: We always have emergency food bags),"9:00 AM to 4:00 PM; As Needed (Note: Our pantry is available to anyone in need, Monday through Friday from 10-5 pm, as long as we have food available we will provide you with a bag of food..)",No,No,"(Note: Our pantry is available to anyone in need, Monday through Friday from 10-5 pm, as long as we have food available we will provide you with a bag of food..)",9:00 AM to 3:00 PM; Every week (Note: We always have emergency food bags),No,No,(Note: We always have emergency food bags),9:00 AM to 4:00 PM; Every week (Note: We always have emergency food bags),No,No,(Note: We always have emergency food bags),,,,,,,,,,,Ward 1
262,14265-PART-01,St. Martins Social Service,1908 North Capitol Street NW,,Washington,DC,DC Ward 5,20002,(202) 276-9493,mzctgerman@aol.com,TEFAP Available,38.915931,-77.009332,2026-03-02 00:00:00,,,,,,,,,10:00 AM to 11:30 AM; Every week (Note: walkups),No,No,(Note: walkups),,,,,,,,,,,,,,,,,"SNAP, TANF, Medicaid",https://cafb.sharepoint.com/:i:/s/Analytics/EY6xpd78diJGux8egGA_3IsBS4NAJD5OqTZ_0LQyQJSUAg,Ward 5
263,19776-PART-01,Friends Of Douglass Community Center,3261 Stanton Road SE,,Washington,DC,DC Ward 8,20020,(202) 285-5354,friendsofdouglasscc@gmail.com,TEFAP Available,38.852613,-76.977771,2026-04-22 00:00:00,,,,,,,,,"12:00 PM to 4:00 PM; Every week (Note: Please call to be added to delivery schedule)
12:00 PM to 4:00 PM; Every week","Yes
No","No
Yes",(Note: Please call to be added to delivery schedule),"12:00 PM to 4:00 PM; Every week (Note: Please call to be added to the delivery schedule.)
12:00 PM to 4:00 PM; Every week","Yes
No","No
Yes",(Note: Please call to be added to the delivery schedule.),,,,,9:00 AM to 12:00 PM; Every week,Yes,No,,10:00 AM to 1:00 PM; Every week,No,No,,"SNAP, TANF, Medicaid",https://cafb.sharepoint.com/:i:/s/Analytics/EY6xpd78diJGux8egGA_3IsBS4NAJD5OqTZ_0LQyQJSUAg,Ward 8
264,18530-MOMK-01,Frederick Douglass Community Center,2000 Alabama Ave SE,,Washington,DC,DC Ward 8,20020,(202) 317-1490,8C05@anc.dc.gov,Non-TEFAP,38.850817,-76.975848,2026-04-09 00:00:00,,,,,,,,,,,,,10:00 AM to 1:00 PM; 2nd of the Month,No,No,,,,,,,,,,,,,,,,Ward 8
265,19857-PART-01,Faith Village of Greater Laurel,13714 Briarwood Drive,,Laurel,MD,MD Prince George's County,20708,(202) 321-8468,moodsultd@yahoo.com,TEFAP Available,39.08055,-76.856194,2026-04-17 00:00:00,,,,,,,,,,,,,,,,,,,,,10:00 AM to 12:00 PM; 3rd of the Month (Note: PG Residents),No,No,(Note: PG Residents),,,,,"SNAP, TANF, Unemployment, Energy Assistance, Medical Assistance",https://cafb.sharepoint.com/:i:/s/Analytics/Ef6ztjkSNWRBlGFP-Dfext4B28ul8j5DmZapuGP1eb3xqQ,Prince George's County
266,21755-PART-01,Kingdom Cares Center - East Montgomery County Hub,11710 Beltsville Drive,,Beltsville,MD,MD Montgomery County,20705,(202) 339-1225,revsmith@kingdom.global,Non-TEFAP,39.050093,-76.939872,2026-04-14 00:00:00,,,,,"5:00 PM to 7:30 PM; 1st and 3rd of the Month (Note: This food distribution takes place at White Oak Gardens Apartments located at 11600 Lockwood Drive, Silver Spring MD 20904. Distribution takes place in front of the leasing office.)
5:00 PM to 7:00 PM; 2nd and 4th of the Month (Note: This food distribution takes place at Windsor Court and Towers Apartments located at 13900 Castle BLVD, Silver Spring MD 20904.)",No,No,"(Note: This food distribution takes place at White Oak Gardens Apartments located at 11600 Lockwood Drive, Silver Spring MD 20904. Distribution takes place in front of the leasing office.)
 (Note: This food distribution takes place at Windsor Court and Towers Apartments located at 13900 Castle BLVD, Silver Spring MD 20904.)","5:30 PM to 7:00 PM; 3rd of the Month (Note: This food distribution takes place at Jackson Road Elementary School located at 900 Jackson Road, Silver Spring MD 20904. Distribution takes place in parking lot in front of school.)
6:00 PM to 8:00 PM; 4th of the Month (Note: Diaper Distribution takes place the last Wednesday of every month at the East County Rec Center located at 3310 Gateshead Manor Way, Silver Spring MD 20904. You must be a resident of Montgomery County and have proof of residency in zipcodes: 20904, 20903, 20905, 20866 and residents of the Enclave.)","No
Yes",No,"(Note: This food distribution takes place at Jackson Road Elementary School located at 900 Jackson Road, Silver Spring MD 20904. Distribution takes place in parking lot in front of school.)
 (Note: Diaper Distribution takes place the last Wednesday of every month at the East County Rec Center located at 3310 Gateshead Manor Way, Silver Spring MD 20904. You must be a resident of Montgomery County and have proof of residency in zipcodes: 20904, 20903, 20905, 20866 and residents of the Enclave.)","5:00 PM to 7:00 PM; 1st and 3rd of the Month (Note: This food distribution takes place at Galway Elementary School located at 12612 Galway Drive, Silver Spring MD 20904. Distribution takes place in parking lot in front of school.)
5:00 PM to 7:30 PM; 4th of the Month (Note: This food distribution takes place at the Enclaves Apartments located at 11225 Oak leaf Drive, Silver Spring MD 20901. Distribution takes place in large parking lot behind pool and adjacent to Leasing Office. .)",No,No,"(Note: This food distribution takes place at Galway Elementary School located at 12612 Galway Drive, Silver Spring MD 20904. Distribution takes place in parking lot in front of school.)
 (Note: This food distribution takes place at the Enclaves Apartments located at 11225 Oak leaf Drive, Silver Spring MD 20901. Distribution takes place in large parking lot behind pool and adjacent to Leasing Office. .)","1:00 PM to 2:00 PM; Every Other Week (Note: This food distribution takes place at Spring Parc Apartments located at 17 Featherwood Court, Silver Spring MD 20904. Distribution takes place near the pool and leasing office.)",No,No,"(Note: This food distribution takes place at Spring Parc Apartments located at 17 Featherwood Court, Silver Spring MD 20904. Distribution takes place near the pool and leasing office.)","9:00 AM to 10:30 AM; Every week (Note: This Distribution takes place every Saturday at the East County Rec Center located at 3310 Gateshead Manor Way, Silver Spring MD 20904. Please park if you are in a car and take your place in line right outside of the building.)",No,No,"(Note: This Distribution takes place every Saturday at the East County Rec Center located at 3310 Gateshead Manor Way, Silver Spring MD 20904. Please park if you are in a car and take your place in line right outside of the building.)",,,,,,,Montgomery County
267,14040-PART-01,Community Family Life Services,4860 Fort Totten Dr NE,,Washington,DC,DC Ward 5,20011,(202) 347-0511,lrichardson@cflsdc.org,Non-TEFAP,38.9500216,-77.0072513,2026-03-30 00:00:00,,,,,"10:00 AM to 1:00 PM; Every week (Note: Food & clothing distribution is Tuesday, Wednesday and Thursday from 10am-1pm)",No,No,"(Note: Food & clothing distribution is Tuesday, Wednesday and Thursday from 10am-1pm)",10:00 AM to 1:00 PM; Every week,No,No,,10:00 AM to 1:00 PM; Every week,No,No,,,,,,,,,,,,,,,,Ward 5
268,19079-PART-02,Children of Mine,2263 Mount View Pl SE,,Washington,DC,DC Ward 8,20020,(202) 374-6029,nlloyd@childrenofminedc.org,Non-TEFAP,38.8628964,-76.9928258,2026-03-20 00:00:00,,,,,8:00 AM to 10:00 AM; 2nd and 4th of the Month (Note: None),No,No,(Note: None),,,,,,,,,,,,,,,,,,,,,,,Ward 8
269,14540-PART-01,Miriam's Kitchen,2401 Virginia Ave NW,,Washington,DC,DC Ward 2,20037,(202) 380-5293,brian.yates@miriamskitchen.org,TEFAP Available,38.898539,-77.051963,2026-02-10 00:00:00,"6:30 AM to 8:00 AM; Every week
4:00 PM to 5:00 PM; Every week",No,No,,"7:00 AM to 8:00 AM; Every week
4:00 PM to 5:00 PM; Every week",No,No,,"7:00 AM to 8:00 AM; Every week
4:00 PM to 5:00 PM; Every week",No,No,,"7:00 AM to 8:00 AM; Every week
4:00 PM to 5:00 PM; Every week",No,No,,"7:00 AM to 8:00 AM; Every week
4:00 PM to 5:00 PM; Every week",No,No,,,,,,,,,,"SNAP, TANF, Medicaid",https://cafb.sharepoint.com/:i:/s/Analytics/EY6xpd78diJGux8egGA_3IsBS4NAJD5OqTZ_0LQyQJSUAg,Ward 2
270,19793-PART-01,"Ayuda, Inc.",1101 Vermont Ave NW,Suite 1002,Washington,DC,DC Ward 2,20005,(202) 387-4848,monica.maldonado@ayuda.com,TEFAP Available,38.902192,-77.04455,2026-04-06 00:00:00,,,,,,,,,9:00 AM to 3:00 PM; 3rd of the Month,No,Yes,,,,,,,,,,,,,,,,,,"SNAP, TANF, Medicaid",https://cafb.sharepoint.com/:i:/s/Analytics/EY6xpd78diJGux8egGA_3IsBS4NAJD5OqTZ_0LQyQJSUAg,Ward 2
271,19426-PART-01,Fountain Community Enrichment Inc.,15853 Commerce Court,,Upper Marlboro,MD,MD Prince George's County,20774,(202) 390-9841,info@fountainenrichment.org,Non-TEFAP,38.884128,-76.730823,2026-03-26 00:00:00,,,,,,,,,,,,,,,,,11:00 AM to 2:00 PM; 3rd of the Month,No,No,,,,,,,,,,,,Prince George's County
272,14600-PART-01,National City Christian Church,5 Thomas Circle NW,,Washington,DC,DC Ward 2,20005,(202) 397-1229,firerudy4@hotmail.com,Non-TEFAP,38.906522,-77.032625,2026-04-01 00:00:00,,,,,,,,,10:00 AM to 1:00 PM; Every week (Note: Distribution will be on Tuesday if the Wednesday is a holiday.),No,No,(Note: Distribution will be on Tuesday if the Wednesday is a holiday.),,,,,,,,,,,,,,,,,,,Ward 2
273,14220-PART-01,Purity Baptist Church,1325 Maryland Ave NE,,Washington,DC,DC Ward 6,20002,(202) 397-4333,trishannpurityb@gmail.com,TEFAP Available,38.898165,-76.987278,2026-03-17 00:00:00,,,,,,,,,,,,,10:00 AM to 11:00 AM; Every week (Note: Purity utilizes the Service Insights System for participants to sign in.),No,No,(Note: Purity utilizes the Service Insights System for participants to sign in.),,,,,,,,,,,,,"SNAP, TANF, Medicaid",https://cafb.sharepoint.com/:i:/s/Analytics/EY6xpd78diJGux8egGA_3IsBS4NAJD5OqTZ_0LQyQJSUAg,Ward 6
274,21528-MOMK-01,Ward Memorial AME Church,241 42nd St NE,,Washington,DC,DC Ward 7,20019,(202) 398-3899,sarahadams0207@gmail.com,Non-TEFAP,38.894119,-76.942265,2026-03-20 00:00:00,,,,,,,,,,,,,,,,,,,,,7:00 AM to 12:00 PM; 3rd of the Month,No,No,,,,,,,,Ward 7
275,14085-PART-01,Ward 7 Food Center of Peace Lutheran Church,#15 49th Place NE,,Washington,DC,DC Ward 7,20019,(202) 398-5504,ward7foodcenter@yahoo.com,TEFAP Available,38.890627,-76.931679,2026-04-20 00:00:00,10:30 AM to 2:00 PM; Every week,Yes,No,,"10:30 AM to 2:30 PM; 1st, 2nd, and 4th of the Month
11:00 AM to 12:30 PM; 3rd of the Month (Note: Grab n Go)",No,No,(Note: Grab n Go),10:30 AM to 2:30 PM; Every week,Yes,No,,10:30 AM to 2:30 PM; Every week,Yes,No,,,,,,,,,,,,,,"SNAP, TANF, Medicaid",https://cafb.sharepoint.com/:i:/s/Analytics/EY6xpd78diJGux8egGA_3IsBS4NAJD5OqTZ_0LQyQJSUAg,Ward 7
276,19745-PART-01,Chrisma Charities,12805 Georgia Avenue,,Silver Spring,MD,MD Montgomery County,20906,(202) 427-2816,info@chrismacharities.org,TEFAP Available,39.065706,-77.05741,2026-04-17 00:00:00,10:00 AM to 12:00 PM; Every week (Note: Participant pick-up/Silver Spring delivery locations),No,No,(Note: Participant pick-up/Silver Spring delivery locations),"8:00 AM to 11:00 AM; Every week (Note: Aspen Hill Apartments	13539 Georgia Ave, Silver Spring, MD  20906)",No,Yes,"(Note: Aspen Hill Apartments	13539 Georgia Ave, Silver Spring, MD  20906)",,,,,,,,,"7:00 AM to 12:00 PM; Every week (Note: Bethany House 199 Rollins Ave,  Rockville, 20852)
4:00 PM to 5:00 PM; Every week",No,No,"(Note: Bethany House 199 Rollins Ave,  Rockville, 20852)","7:00 AM to 9:30 AM; 1st, 2nd, and 4th of the Month (Note: Wheaton Regional Park	1700 University Blvd. W, Wheaton, MD  20902)
8:00 AM to 10:00 AM; 3rd of the Month (Note: Silver Spring Assembly (also storage location)	12805 Georgia Ave, Silver Spring, MD  20906)",No,No,"(Note: Wheaton Regional Park	1700 University Blvd. W, Wheaton, MD  20902)
 (Note: Silver Spring Assembly (also storage location)	12805 Georgia Ave, Silver Spring, MD  20906)",,,,,"SNAP, TANF, Unemployment, Energy Assistance, Medical Assistance",https://cafb.sharepoint.com/:i:/s/Analytics/Ef6ztjkSNWRBlGFP-Dfext4B28ul8j5DmZapuGP1eb3xqQ,Montgomery County
277,22016-PART-01,Park Road Community Church,1019 Park Road NW,,Washington,DC,DC Ward 1,20010,(202) 427-5939,rayganbrown913@gmail.com,Non-TEFAP,38.932281,-77.02775,2026-03-20 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,"11:00 AM to 1:00 PM; 3rd of the Month (Note: Special clothing and household items distribution once every 3 months (September 20, December TBD))",No,No,"(Note: Special clothing and household items distribution once every 3 months (September 20, December TBD))",,,Ward 1
278,22053-PART-01,Walker Memorial Baptist Church,2020 13th St. NW,,Washington,DC,DC Ward 1,20009,(202) 431-0483,info@walkerbaptistdc.org,Non-TEFAP,38.917627,-77.029979,2026-03-18 00:00:00,,,,,,,,,"11:00 AM to 2:00 PM; 1st of the Month (Note: Food Pantry will be closed on Jan. 1, 2025)
11:00 AM to 1:00 PM; 3rd of the Month",No,No,"(Note: Food Pantry will be closed on Jan. 1, 2025)",,,,,,,,,,,,,,,,,,,Ward 1
279,19582-PART-01,We Are Family,3335 Sherman Ave NW,,Washington,DC,DC Ward 1,20001,(202) 487-8698,wearefamilydc@gmail.com,Non-TEFAP,38.931589,-77.026384,2026-04-10 00:00:00,,,,,,,,,,,,,,,,,,,,,"10:00 AM to 6:00 PM; 3rd and 4th of the Month (Note: Provide emergency food by request, as needed. Please call Mark Andersen at 202-487-8698 to get more information. Thanks!)",No,No,"(Note: Provide emergency food by request, as needed. Please call Mark Andersen at 202-487-8698 to get more information. Thanks!)",,,,,,,Ward 1
280,19338-PART-01,RCCG New Wine Assembly,1625 Olive Street NE,,Washington,DC,DC Ward 7,20019,(202) 491-5917,murielbfrancis@hotmail.com,TEFAP Available,38.91069,-76.932578,2026-04-08 00:00:00,,,,,,,,,,,,,,,,,,,,,10:00 AM to 12:00 PM; 2nd and 4th of the Month (Note: We are on the 2nd and last Saturdays of a month. Some months have 5 Saturdays but it's not listed on your drop down selections.),No,No,(Note: We are on the 2nd and last Saturdays of a month. Some months have 5 Saturdays but it's not listed on your drop down selections.),,,,,"SNAP, TANF, Medicaid",https://cafb.sharepoint.com/:i:/s/Analytics/EY6xpd78diJGux8egGA_3IsBS4NAJD5OqTZ_0LQyQJSUAg,Ward 7
281,19322-PART-01,Allen Chapel AME Church,2498 Alabama Avenue SE,,Washington,DC,DC Ward 8,20020,(202) 494-9824,vjs1947@gmail.com,TEFAP Available,38.856869,-76.970285,2026-04-02 00:00:00,,,,,,,,,,,,,,,,,9:30 AM to 12:00 PM; Every week,No,No,,,,,,,,,,"SNAP, TANF, Medicaid",https://cafb.sharepoint.com/:i:/s/Analytics/EY6xpd78diJGux8egGA_3IsBS4NAJD5OqTZ_0LQyQJSUAg,Ward 8
282,14790-PART-01,Damien Ministries Food Pantry,2200 Rhode Island AVE NE,,Washington,DC,DC Ward 5,20018,(202) 526-3020,carr@damienministries.org,TEFAP Available,38.930425,-76.97395,2026-04-20 00:00:00,9:30 AM to 3:30 PM; Every Other Week (Note: Must have ID),Yes,No,(Note: Must have ID),9:30 AM to 3:30 PM; Every Other Week (Note: Must Have ID),Yes,No,(Note: Must Have ID),9:30 AM to 3:30 PM; Every Other Week (Note: Must Have ID),Yes,No,(Note: Must Have ID),9:30 AM to 3:30 PM; Every Other Week (Note: Must Have ID),Yes,No,(Note: Must Have ID),,,,,,,,,,,,,"SNAP, TANF, Medicaid",https://cafb.sharepoint.com/:i:/s/Analytics/EY6xpd78diJGux8egGA_3IsBS4NAJD5OqTZ_0LQyQJSUAg,Ward 5
283,15015-MOMK-01,MSB Outreach House,2411 Lawrence St NE,,Washington,DC,DC Ward 5,20018,(202) 526-3685,bjtjones@yahoo.com,Non-TEFAP,38.931963,-76.971535,2026-04-21 00:00:00,,,,,9:00 AM to 2:00 PM; 3rd of the Month,No,No,,,,,,,,,,,,,,,,,,,,,,,,Ward 5
284,18035-PART-01,Greater Fellowship Missionary Baptist Church,814 Alabama Ave SE,,Washington,DC,DC Ward 8,20032,(202) 528-0641,josephleon.boone@gmail.com,TEFAP Available,38.84402,-76.993863,2026-04-06 00:00:00,,,,,9:00 AM to 10:00 AM; Every week,No,No,,,,,,,,,,,,,,,,,,,,,,"SNAP, TANF, Medicaid",https://cafb.sharepoint.com/:i:/s/Analytics/EY6xpd78diJGux8egGA_3IsBS4NAJD5OqTZ_0LQyQJSUAg,Ward 8
285,19227-PART-01,"Crowder Owens Calvary Food Bank (The Bishop Alfred A. Owens, Jr. Family Life CC)",600 W Street NE,,Washington,DC,DC Ward 5,20002,(202) 529-2299,ekray@gmchc.org,TEFAP Available,38.919841,-76.99815,2026-04-13 00:00:00,,,,,12:00 PM to 2:00 PM; Every week,No,No,,12:00 PM to 2:00 PM; Every week,No,No,,5:00 PM to 7:00 PM; Every week,No,No,,,,,,,,,,,,,,"SNAP, TANF, Medicaid",https://cafb.sharepoint.com/:i:/s/Analytics/EY6xpd78diJGux8egGA_3IsBS4NAJD5OqTZ_0LQyQJSUAg,Ward 5
286,14140-PART-01,The Holy Temple Church,439 12th. Street SE,,Washington,DC,DC Ward 6,20003,(202) 547-8364,HTCOCMINISTRY@GMAIL.COM,Non-TEFAP,38.883237,-76.990559,2026-04-01 00:00:00,,,,,,,,,10:00 AM to 1:00 PM; Every week,No,No,,,,,,,,,,,,,,,,,,,,Ward 6
287,19786-PART-01,Plenty to Eat,2315 18th Place NE,,Washington,DC,DC Ward 5,20018,(202) 556-0662,plentytoeat@aohdc.org,TEFAP Available,38.920738,-76.977734,2026-04-14 00:00:00,,,,,10:30 AM to 3:00 PM; Every week (Note: Please note we are closed on all holidays.),No,No,(Note: Please note we are closed on all holidays.),11:00 AM to 5:00 PM; Every week (Note: Please note we are closed on holidays.),No,No,(Note: Please note we are closed on holidays.),"11:00 AM to 5:00 PM; Every week (Note: For questions please email 
plentytoeat@aohdc.org or call 202.556.0662)",No,No,"(Note: For questions please email 
plentytoeat@aohdc.org or call 202.556.0662)",,,,,,,,,,,,,"SNAP, TANF, Medicaid",https://cafb.sharepoint.com/:i:/s/Analytics/EY6xpd78diJGux8egGA_3IsBS4NAJD5OqTZ_0LQyQJSUAg,Ward 5
